Generation,Best Score,aggregate_height,complete_lines,holes,bumpiness,four_rows
0.0,1284.0,-6.03021361728919,1.842716403806107,-4.994838657280255,-2.581971055440853,-4.740969302492218
1.0,1244.0,-6.088638616540125,2.038904804759019,-5.159507178750268,-2.2940900328859097,-5.080635255643502
